Project,Plot,Sample_ID,Volume_mL,Vial_ID,sample_location,Analyte,Evacuation_date_YYYMMDD,Collection_Date_YYYYMMDD,Collection_Start_Time_24hrs,Collection_End_Time_24hrs,EST_EDT,Notes
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F4_15cm_NUTR_20250131,8,SW_F4_NUTR_20250131,SERC,NUTR,20250128,20250131,1255,1351,EST,colored; sub-sampled in lab at 1516
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F4_15cm_CDOM_20250131,20,SW_F4_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1255,1351,EST,colored; sub-sampled in lab at 1516
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F4_15cm_ISO_20250131,2,SW_F4_ISO_20250131,LANL,Isotopes,20250128,20250131,1255,1351,EST,colored; sub-sampled in lab at 1516
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_H6_15cm_SO4_20250131,5,SW_H6_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1300,1400,EST,colored; sub-sampled in lab at 1532
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_H6_15cm_FE_20250131,6,SW_H6_FE_20250131,SERC,Fe,20250128,20250131,1300,1400,EST,colored; sub-sampled in lab at 1532
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_H6_15cm_DOC_20250131,10,SW_H6_DOC_20250131,SERC,DOC,20250128,20250131,1300,1400,EST,colored; sub-sampled in lab at 1532
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_H6_15cm_ISO_20250131,2,SW_H6_ISO_20250131,LANL,Isotopes,20250128,20250131,1300,1400,EST,colored; sub-sampled in lab at 1532
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_SO4_20250131,5,SW_B4_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_FE_20250131,6,SW_B4_FE_20250131,SERC,Fe,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_DOC_20250131,10,SW_B4_DOC_20250131,SERC,DOC,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_NUTR_20250131,8,SW_B4_NUTR_20250131,SERC,NUTR,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_CDOM_20250131,20,SW_B4_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_ISO_20250131,2,SW_B4_ISO_20250131,LANL,Isotopes,20250128,20250131,1244,1252,EST,colored; field collection
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_D5_15cm_SO4_20250131,5,SW_D5_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1249,1345,EST,colored; sub-sampled in the lab at 1508
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_E3_15cm_SO4_20250131,5,SW_E3_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1257,1355,EST,clear; sub-sampled in the lab at 1512
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_E3_15cm_FE_20250131,5,SW_E3_FE_20250131,SERC,Fe,20250128,20250131,1257,1355,EST,clear; sub-sampled in the lab at 1512
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_E3_15cm_DOC_20250131,10,SW_E3_DOC_20250131,SERC,DOC,20250128,20250131,1257,1355,EST,clear; sub-sampled in the lab at 1512
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_SO4_20250131,5,SW_F6_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_FE_20250131,6,SW_F6_FE_20250131,SERC,Fe,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_DOC_20250131,10,SW_F6_DOC_20250131,SERC,DOC,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_NUTR_20250131,8,SW_F6_NUTR_20250131,SERC,NUTR,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_CDOM_20250131,10,SW_F6_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_ISO_20250131,2,SW_F6_ISO_20250131,LANL,Isotopes,20250128,20250131,1253,1347,EST,colored; sub-sampled in the lab at 1525
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_I5_15cm_SO4_20250131,5,SW_I5_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1304,1359,EST,colored; sub-sampled in the lab at 1500
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_I5_15cm_FE_20250131,6,SW_I5_FE_20250131,SERC,Fe,20250128,20250131,1304,1359,EST,colored; sub-sampled in the lab at 1500
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_I5_15cm_ISO_20250131,2,SW_I5_ISO_20250131,LANL,Isotopes,20250128,20250131,1304,1359,EST,colored; sub-sampled in the lab at 1500
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_SO4_20250131,5,FW_C3_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1322,1414,EST,sub-sampled in lab at 1545
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_FE_20250131,6,FW_C3_FE_20250131,SERC,Fe,20250128,20250131,1322,1414,EST,sub-sampled in lab at 1545
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_DOC_20250131,10,FW_C3_DOC_20250131,SERC,DOC,20250128,20250131,1322,1414,EST,sub-sampled in lab at 1545
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_ISO_20250131,2,FW_C3_ISO_20250131,LANL,Isotopes,20250128,20250131,1322,1414,EST,sub-sampled in lab at 1545
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_SO4_20250131,5,FW_C6_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_FE_20250131,6,FW_C6_FE_20250131,SERC,Fe,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_DOC_20250131,10,FW_C6_DOC_20250131,SERC,DOC,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_NUTR_20250131,8,FW_C6_NUTR_20250131,SERC,NUTR,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_CDOM_20250131,9,FW_C6_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_ISO_20250131,2,FW_C6_ISO_20250131,LANL,Isotopes,20250128,20250131,1314,1405,EST,sub-sampled in lab at 1549
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_SO4_20250131,5,FW_F4_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1330,1418,EST,sub-sampled in lab at 1558
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_FE_20250131,4,FW_F4_FE_20250131,SERC,Fe,20250128,20250131,1330,1418,EST,sub-sampled in lab at 1558
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_SO4_20250131,5,FW_H3_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_FE_20250131,6,FW_H3_FE_20250131,SERC,Fe,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_DOC_20250131,10,FW_H3_DOC_20250131,SERC,DOC,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_NUTR_20250131,8,FW_H3_NUTR_20250131,SERC,NUTR,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_CDOM_20250131,9,FW_H3_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_ISO_20250131,2,FW_H3_ISO_20250131,LANL,Isotopes,20250128,20250131,1426,1420,EST,sub-sampled in lab at 1611
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H6_15cm_SO4_20250131,5,FW_H6_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1340,1431,EST,sub-sampled in lab at 1602
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_B4_15cm_FE_20250131,4,FW_B4_FE_20250131,SERC,Fe,20250128,20250131,1320,1412,EST,sub-sampled in lab at 1600
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_SO4_20250131,5,FW_D5_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_FE_20250131,6,FW_D5_FE_20250131,SERC,Fe,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_DOC_20250131,13,FW_D5_DOC_20250131,SERC,DOC,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_NUTR_20250131,8,FW_D5_NUTR_20250131,SERC,NUTR,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_CDOM_20250131,9,FW_D5_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_ISO_20250131,2,FW_D5_ISO_20250131,LANL,Isotopes,20250128,20250131,1316,1408,EST,sub-sampled in lab at 1619
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_E3_15cm_SO4_20250131,5,FW_E3_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1326,1416,EST,sub-sampled in lab at 1603
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_E3_15cm_FE_20250131,6,FW_E3_FE_20250131,SERC,Fe,20250128,20250131,1326,1416,EST,sub-sampled in lab at 1603
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_E3_15cm_NUTR_20250131,6,FW_E3_NUTR_20250131,SERC,NUTR,20250128,20250131,1326,1416,EST,sub-sampled in lab at 1603
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_SO4_20250131,5,FW_F6_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1343,1433,EST,sub-sampled in lab at 1606
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_FE_20250131,5,FW_F6_FE_20250131,SERC,Fe,20250128,20250131,1343,1433,EST,sub-sampled in lab at 1606
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_SO4_20250131,5,FW_I5_SO4_20250131,SERC,SO4/Cl/H2S,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_FE_20250131,6,FW_I5_FE_20250131,SERC,Fe,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_DOC_20250131,20,FW_I5_DOC_20250131,SERC,DOC,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_NUTR_20250131,8,FW_I5_NUTR_20250131,SERC,NUTR,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_CDOM_20250131,20,FW_I5_CDOM_20250131,SEQUIM,CDOM,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_ISO_20250131,2,FW_I5_ISO_20250131,LANL,Isotopes,20250128,20250131,1421,1427,EST,light color; sub-sampled in lab at 1627
COMPASS: TEMPEST,Contol,TMP_C_PW_H3_15cm_SO4_20240426,5,C_H3_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,916,1443,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_C3_15cm_FE_20241213,6,C_C3_FE_20241213,SERC,Fe,20241210,20241213,1437,1445,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_C3_15cm_NUTR_20241213,6.5,C_C3_NUTR_20241213,SERC,NUTR,20241210,20241213,1437,1445,EST,
COMPASS: TEMPEST,Contol,TMP_C_PW_H6_15cm_SO4_20240426,5,C_H6_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,923,1429,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_C6_15cm_FE_20241213,6,C_C6_FE_20241213,SERC,Fe,20241210,20241213,1444,1412,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_C6_15cm_DOC_20241213,20,C_C6_DOC_20241213,SERC,DOC,20241210,20241213,1444,1412,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_C6_15cm_NUTR_20241213,8,C_C6_NUTR_20241213,SERC,NUTR,20241210,20241213,1444,1412,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_C6_15cm_CDOM_20241213,9,C_C6_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1444,1412,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_C6_15cm_ISO_20241213,2,C_C6_ISO_20241213,LANL,Isotopes,20241210,20241213,1444,1412,EST,
COMPASS: TEMPEST,Contol,TMP_C_PW_I5_15cm_SO4_20240426,5,C_I5_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,920,1436,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_F4_15cm_FE_20241213,6,C_F4_FE_20241213,SERC,Fe,20241210,20241213,1428,1458,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_SO4_20240426,5,FW_C6_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1008,1319,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_SO4_20240426,5,FW_F4_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1024,1250,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_H6_15cm_FE_20241213,4,C_H6_FE_20241213,SERC,Fe,20241210,20241213,1421,1511,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_H6_15cm_DOC_20241213,10,C_H6_DOC_20241213,SERC,DOC,20241210,20241213,1421,1511,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_SO4_20240426,5,FW_H3_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1026,1226,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_B4_15cm_FE_20241213,5,C_B4_FE_20241213,SERC,Fe,20241210,20241213,1440,1440,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_SO4_20240426,5,FW_D5_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1011,1313,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_D5_15cm_FE_20241213,6,C_D5_FE_20241213,SERC,Fe,20241210,20241213,1448,1430,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_D5_15cm_DOC_20241213,12,C_D5_DOC_20241213,SERC,DOC,20241210,20241213,1448,1430,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_D5_15cm_NUTR_20241213,8,C_D5_NUTR_20241213,SERC,NUTR,20241210,20241213,1448,1430,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_D5_15cm_CDOM_20241213,10,C_D5_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1448,1430,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_D5_15cm_ISO_20241213,2,C_D5_ISO_20241213,LANL,Isotopes,20241210,20241213,1448,1430,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_SO4_20240426,5,FW_I5_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1029,1218,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_E3_15cm_FE_20241213,6,C_E3_FE_20241213,SERC,Fe,20241210,20241213,1434,1450,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_E3_15cm_DOC_20241213,10,C_E3_DOC_20241213,SERC,DOC,20241210,20241213,1434,1450,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_E3_15cm_ISO_20241213,2,C_E3_ISO_20241213,LANL,Isotopes,20241210,20241213,1434,1450,EST,
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_C6_15cm_SO4_20240426,5,SW_C6_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,1125,1335,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_F6_15cm_FE_20241213,6,C_F6_FE_20241213,SERC,Fe,20241210,20241213,1425,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_F6_15cm_DOC_20241213,10,C_F6_DOC_20241213,SERC,DOC,20241210,20241213,1425,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_F6_15cm_NUTR_20241213,9,C_F6_NUTR_20241213,SERC,NUTR,20241210,20241213,1425,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_F6_15cm_CDOM_20241213,10,C_F6_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1425,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_F6_15cm_ISO_20241213,2,C_F6_ISO_20241213,LANL,Isotopes,20241210,20241213,1425,1515,EST,
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_F6_15cm_SO4_20240426,5,SW_F6_SO4_20240426,SERC,SO4/Cl/H2S,20240423,20240426,955,1358,EDT,
COMPASS: TEMPEST,Control,TMP_C_PW_I5_15cm_FE_20241213,6,C_I5_FE_20241213,SERC,Fe,20241210,20241213,1418,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_I5_15cm_DOC_20241213,20,C_I5_DOC_20241213,SERC,DOC,20241210,20241213,1418,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_I5_15cm_NUTR_20241213,8,C_I5_NUTR_20241213,SERC,NUTR,20241210,20241213,1418,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_I5_15cm_CDOM_20241213,10,C_I5_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1418,1515,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_I5_15cm_ISO_20241213,2,C_I5_ISO_20241213,LANL,Isotopes,20241210,20241213,1418,1515,EST,
COMPASS: TEMPEST,Contol,TMP_C_PW_H3_15cm_SO4_20240607,5,C_H3_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1203,1102,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_FE_20241213,6,FW_C3_FE_20241213,SERC,Fe,20241210,20241213,1409,1146,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_DOC_20241213,20,FW_C3_DOC_20241213,SERC,DOC,20241210,20241213,1409,1146,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_NUTR_20241213,8,FW_C3_NUTR_20241213,SERC,NUTR,20241210,20241213,1409,1146,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_CDOM_20241213,9,FW_C3_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1409,1146,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C3_15cm_ISO_20241213,2,FW_C3_ISO_20241213,LANL,Isotopes,20241210,20241213,1409,1146,EST,yellow
COMPASS: TEMPEST,Contol,TMP_C_PW_H6_15cm_SO4_20240607,5,C_H6_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,930,1128,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_FE_20241213,6,FW_C6_FE_20241213,SERC,Fe,20241210,20241213,1402,1218,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_DOC_20241213,10,FW_C6_DOC_20241213,SERC,DOC,20241210,20241213,1402,1218,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_NUTR_20241213,6,FW_C6_NUTR_20241213,SERC,NUTR,20241210,20241213,1402,1218,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_ISO_20241213,2,FW_C6_ISO_20241213,LANL,Isotopes,20241210,20241213,1402,1218,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_SO4_20240607,5,FW_C6_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1251,1434,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_FE_20241213,6,FW_F4_FE_20241213,SERC,Fe,20241210,20241213,1347,1120,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_DOC_20241213,10,FW_F4_DOC_20241213,SERC,DOC,20241210,20241213,1347,1120,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_NUTR_20241213,6,FW_F4_NUTR_20241213,SERC,NUTR,20241210,20241213,1347,1120,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F4_15cm_CDOM_20241213,9,FW_F4_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1347,1120,EST,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H6_15cm_SO4_20240607,5,FW_H6_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1339,1514,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_FE_20241213,6,FW_H3_FE_20241213,SERC,Fe,20241210,20241213,1345,1111,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_DOC_20241213,10,FW_H3_DOC_20241213,SERC,DOC,20241210,20241213,1345,1111,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_NUTR_20241213,6,FW_H3_NUTR_20241213,SERC,NUTR,20241210,20241213,1345,1111,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_CDOM_20241213,10,FW_H3_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1345,1111,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H3_15cm_ISO_20241213,2,FW_H3_ISO_20241213,LANL,Isotopes,20241210,20241213,1345,1111,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_SO4_20240607,5,FW_D5_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1329,1445,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_H6_15cm_FE_20241213,6,FW_H6_FE_20241213,SERC,Fe,20241210,20241213,1338,1054,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_SO4_20240607,5,FW_I5_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1215,1503,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_B4_15cm_FE_20241213,6,FW_B4_FE_20241213,SERC,Fe,20241210,20241213,1406,1158,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_B4_15cm_DOC_20241213,10,FW_B4_DOC_20241213,SERC,DOC,20241210,20241213,1406,1158,EST,
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_H3_15cm_SO4_20240607,5,SW_H3_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1305,1156,EDT,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_FE_20241213,6,FW_D5_FE_20241213,SERC,Fe,20241210,20241213,1359,1205,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_DOC_20241213,20,FW_D5_DOC_20241213,SERC,DOC,20241210,20241213,1359,1205,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_NUTR_20241213,8,FW_D5_NUTR_20241213,SERC,NUTR,20241210,20241213,1359,1205,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_CDOM_20241213,10,FW_D5_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1359,1205,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_D5_15cm_ISO_20241213,2,FW_D5_ISO_20241213,LANL,Isotopes,20241210,20241213,1359,1205,EST,light yellow
COMPASS: TEMPEST,Saltwater,TMP_SW_PW_B4_15cm_SO4_20240607,5,SW_B4_SO4_20240607,SERC,SO4/Cl/H2S,20240604,20240607,1033,1409,EDT,yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_E3_15cm_FE_20241213,5,FW_E3_FE_20241213,SERC,Fe,20241210,20241213,1352,1130,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_E3_15cm_NUTR_20241213,6,FW_E3_NUTR_20241213,SERC,NUTR,20241210,20241213,1352,1130,EST,
COMPASS: TEMPEST,Control,TMP_C_PW_H6_15cm_SO4_T0_20240610,5,C_H6_SO4_T0_20240610,SERC,SO4/Cl/H2S,20240607,20240610,1128,1406,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_FE_20241213,6,FW_F6_FE_20241213,SERC,Fe,20241210,20241213,1356,1102,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_DOC_20241213,11,FW_F6_DOC_20241213,SERC,DOC,20241210,20241213,1356,1102,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_NUTR_20241213,8,FW_F6_NUTR_20241213,SERC,NUTR,20241210,20241213,1356,1102,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_F6_15cm_CDOM_20241213,9,FW_F6_CDOM_20241213,SEQUIM,CDOM,20241210,20241213,1356,1102,EST,light yellow
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_C6_15cm_SO4_T0_20240610,5,FW_C6_SO4_T0_20240610,SERC,SO4/Cl/H2S,20240607,20240610,1434,1349,EDT,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_FE_20241213,6,FW_I5_FE_20241213,SERC,Fe,20241210,20241213,1341,1036,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_DOC_20241213,20,FW_I5_DOC_20241213,SERC,DOC,20241210,20241213,1341,1036,EST,
COMPASS: TEMPEST,Freshwater,TMP_FW_PW_I5_15cm_NUTR_20241213,10,FW_I5_NUTR_20241213,SERC,NUTR,20241210,20241213,1341,1036,EST,
