Event,plot,grid,collection_datetime,sample_name,S275_295,S275_295_r2,S350_400,S350_400_r2,Sr,E2toE3,FI,HIX,FRESH,BIX,Abs_250nm,Abs_254nm,Abs_280nm,Abs_350nm,Abs_365nm,Abs_412nm,Abs_440nm,C_RSU,A_RSU,T_RSU,B_RSU,M_RSU,FDOM_RSU,evacuation_date
TMP,Control,F4,2023-08-10T14:27:00Z,TMP_C_F4_20230810,0.014718,0.99955,0.019858,0.99975,0.74115,5.8289,1.5864,0.92546,0.57377,0.5871,0.60794,0.59135,0.59135,0.13825,0.1043,0.03962,0.023623,2.3578,3.6537,0.62418,0.32798,2.0191,1.7213,2023-08-07
TMP,Estuarine-water,E3,2023-08-10T15:42:00Z,TMP_SW_E3_20230810,0.011971,0.99926,0.015465,0.99988,0.77405,4.2255,1.4605,0.94233,0.50719,0.52627,1.2795,1.2509,1.2509,0.3792,0.3028,0.14218,0.093769,2.98,5.1035,0.65882,0.33897,2.4305,2.4366,2023-08-07
TMP,Estuarine-water,H3,2023-08-10T16:03:00Z,TMP_SW_H3_20230810,0.011099,0.99922,0.014346,0.99992,0.77365,3.8324,1.2897,0.9313,0.43478,0.45709,2.2123,2.1672,2.1672,0.71241,0.57727,0.28767,0.19867,3.9016,6.8189,0.87012,0.69392,2.8697,3.3103,2023-08-07
TMP,Estuarine-water,I5,2023-08-10T16:14:00Z,TMP_SW_I5_20230810,0.012169,0.9989,0.016631,0.99978,0.73175,4.5045,1.4924,0.9345,0.51741,0.53253,2.1749,2.1255,2.1255,0.61253,0.48282,0.21372,0.13697,6.4502,10.8034,1.4572,0.73721,4.9772,5.2135,2023-08-07
TMP,Estuarine-water,C6,2023-08-10T15:31:00Z,TMP_SW_C6_20230810,0.011139,0.99911,0.014891,0.99996,0.74803,3.9821,1.3617,0.94717,0.47413,0.48909,2.2089,2.1593,2.1593,0.69102,0.55471,0.27012,0.18415,3.9923,7.0032,0.86768,0.40766,3.22,3.2399,2023-08-07
TMP,Control,H6,2023-08-10T14:08:00Z,TMP_C_H6_20230810,0.013906,0.99954,0.018672,0.99976,0.74476,5.1801,1.5212,0.93049,0.53121,0.54068,0.60776,0.59296,0.59296,0.15301,0.11732,0.047165,0.028896,2.1563,3.4166,0.52468,0.32728,1.7741,1.6448,2023-08-07
TMP,Control,D5,2023-08-10T14:49:00Z,TMP_C_D5_20230810,0.015292,0.99822,0.019631,0.99971,0.77895,6.0302,1.6284,0.91143,0.59857,0.6138,0.30029,0.29137,0.29137,0.065746,0.049798,0.019034,0.011633,1.2563,1.8692,0.34938,0.23147,1.085,0.90415,2023-08-07
TMP,Control,B4,2023-08-10T15:01:00Z,TMP_C_B4_20230810,0.013337,0.99836,0.018023,0.99965,0.73999,4.8907,1.5913,0.92768,0.56691,0.5814,0.47472,0.4639,0.4639,0.12517,0.097065,0.039876,0.024362,1.7863,2.5816,0.39127,0.2239,1.4011,1.3975,2023-08-07
TMP,Estuarine-water,H6,2023-08-10T16:26:00Z,TMP_SW_H6_20230810,0.011413,0.99924,0.01502,0.99989,0.75982,3.9931,1.3451,0.95494,0.4551,0.46871,2.4976,2.4442,2.4442,0.77871,0.62548,0.30058,0.20167,4.6132,8.1576,0.81978,0.41211,3.5979,3.8513,2023-08-07
TMP,Control,POOL,2023-02-02T16:59:00Z,TMP_C_POOL_20230202,0.01427,0.99912,0.018625,0.99984,0.76616,5.3755,1.5427,0.9338,0.52737,0.53627,0.4156,0.40441,0.40441,0.10099,0.077313,0.031232,0.019465,1.3973,2.1999,0.29702,0.17434,1.157,1.0718,2023-01-30
TMP,Control,C6,2023-05-15T19:02:00Z,TMP_C_C6_20230515,0.015103,0.9993,0.018274,0.99992,0.82646,5.6426,1.58,0.92087,0.58918,0.6015,0.25864,0.25069,0.25069,0.059792,0.045837,0.019085,0.012252,1.0414,1.645,0.26483,0.15761,0.91655,0.79104,2023-05-12
TMP,Control,F6,2023-05-15T16:50:00Z,TMP_C_F6_20230515,0.014576,0.99916,0.018008,0.99991,0.80942,5.4442,1.5684,0.92799,0.53624,0.54452,0.47991,0.46604,0.46604,0.11445,0.088149,0.037074,0.023821,1.7604,2.7128,0.43129,0.2461,1.5061,1.2968,2023-05-12
TMP,Control,H6,2023-05-15T16:32:00Z,TMP_C_H6_20230515,0.013742,0.99982,0.018259,0.9998,0.75261,5.0645,1.5523,0.9313,0.53943,0.54837,0.51593,0.50239,0.50239,0.13225,0.10187,0.041769,0.025659,1.7891,2.8451,0.44967,0.25505,1.4485,1.402,2023-05-12
TMP,Control,H6,2023-05-15T16:32:00Z,TMP_C_H6_20230515,0.013742,0.99982,0.018259,0.9998,0.75261,5.0645,1.5523,0.9313,0.53943,0.54837,0.51593,0.50239,0.50239,0.13225,0.10187,0.041769,0.025659,1.7891,2.8451,0.44967,0.25505,1.4485,1.402,2023-05-12
TMP,Control,POOL,2023-04-17T15:59:00Z,TMP_C_POOL_20230417,0.014173,0.99981,0.016444,0.99991,0.86187,4.9869,1.5617,0.91977,0.53908,0.54346,0.43209,0.42021,0.42021,0.11048,0.086645,0.039756,0.027443,1.5552,2.4345,0.43625,0.28684,1.3103,1.1817,2023-04-14
TMP,Freshwater,POOL,2023-02-02T16:59:00Z,TMP_FW_POOL_20230202,0.0145,0.99917,0.018735,0.99985,0.77397,5.6836,1.5134,0.9245,0.54998,0.56043,0.32812,0.31836,0.31836,0.075527,0.057731,0.023211,0.014325,1.2329,2.1047,0.31633,0.21473,1.0825,0.9384,2023-01-30
TMP,Freshwater,POOL,2023-04-17T15:59:00Z,TMP_FW_POOL_20230417,0.014883,0.99985,0.018731,0.99982,0.79455,5.7049,1.553,0.93081,0.57096,0.57227,0.35676,0.34607,0.34607,0.081754,0.062536,0.025117,0.015537,1.4816,2.5041,0.38669,0.20542,1.2993,1.1288,2023-04-14
TMP,Freshwater,C3,2023-05-15T20:55:00Z,TMP_FW_C3_20230515,0.013817,0.99945,0.017019,0.99993,0.8119,5.0939,1.4962,0.93355,0.53299,0.54041,0.27626,0.26833,0.26833,0.069496,0.054233,0.023852,0.015868,1.0061,1.6818,0.22986,0.12946,0.87453,0.76517,2023-05-12
TMP,Freshwater,D5,2023-05-15T20:37:00Z,TMP_FW_D5_20230515,0.014209,0.9993,0.015306,0.99988,0.92838,5.0541,1.5141,0.90214,0.56166,0.57545,0.37246,0.35994,0.35994,0.092718,0.073694,0.035987,0.025516,1.3082,2.2865,0.44582,0.25704,1.1376,1.011,2023-05-12
TMP,Freshwater,D5,2023-05-15T20:37:00Z,TMP_FW_D5_20230515,0.014209,0.9993,0.015306,0.99988,0.92838,5.0541,1.5141,0.90214,0.56166,0.57545,0.37246,0.35994,0.35994,0.092718,0.073694,0.035987,0.025516,1.3082,2.2865,0.44582,0.25704,1.1376,1.011,2023-05-12
TMP,Freshwater,E3,2023-05-15T17:17:00Z,TMP_FW_E3_20230515,0.015451,0.99904,0.016904,0.9999,0.91404,5.8433,1.5724,0.90569,0.58763,0.59382,0.211,0.20349,0.20349,0.046381,0.03611,0.016422,0.011706,0.91292,1.4793,0.30129,0.21129,0.83869,0.62546,2023-05-12
TMP,Freshwater,F6,2023-05-15T21:46:00Z,TMP_FW_F6_20230515,0.014355,0.99987,0.018229,0.99975,0.7875,5.3896,1.5207,0.93466,0.54102,0.55444,0.38866,0.37784,0.37784,0.093535,0.072112,0.029469,0.018208,1.4761,2.4942,0.35828,0.21546,1.2469,1.1665,2023-05-12
TMP,Freshwater,F6,2023-05-15T21:46:00Z,TMP_FW_F6_20230515,0.014355,0.99987,0.018229,0.99975,0.7875,5.3896,1.5207,0.93466,0.54102,0.55444,0.38866,0.37784,0.37784,0.093535,0.072112,0.029469,0.018208,1.4761,2.4942,0.35828,0.21546,1.2469,1.1665,2023-05-12
TMP,Freshwater,H3,2023-05-15T21:15:00Z,TMP_FW_H3_20230515,0.015894,0.9984,0.015959,0.99971,0.99593,5.7709,1.614,0.8996,0.63198,0.63933,0.23484,0.22646,0.22646,0.051933,0.040694,0.019566,0.014155,1.0267,1.6754,0.36719,0.24271,0.93269,0.70854,2023-05-12
TMP,Freshwater,H6,2023-05-15T21:34:00Z,TMP_FW_H6_20230515,0.014973,0.99906,0.018562,0.99992,0.80662,5.7998,1.5494,0.93287,0.58007,0.58903,0.37306,0.36073,0.36073,0.084173,0.064323,0.026593,0.016898,1.4995,2.5183,0.39227,0.20214,1.3479,1.1014,2023-05-12
TMP,Freshwater,I5,2023-05-15T21:26:00Z,TMP_FW_I5_20230515,0.014754,0.99937,0.018048,0.99992,0.81745,5.6427,1.5334,0.94679,0.56459,0.57405,0.37222,0.36064,0.36064,0.085722,0.065965,0.027783,0.018082,1.5364,2.7037,0.34988,0.14222,1.3538,1.1698,2023-05-12
TMP,Freshwater,I5,2023-05-15T21:26:00Z,TMP_FW_I5_20230515,0.014754,0.99937,0.018048,0.99992,0.81745,5.6427,1.5334,0.94679,0.56459,0.57405,0.37222,0.36064,0.36064,0.085722,0.065965,0.027783,0.018082,1.5364,2.7037,0.34988,0.14222,1.3538,1.1698,2023-05-12
TMP,Estuarine-water,POOL,2023-02-02T16:59:00Z,TMP_SW_POOL_20230202,0.012305,0.9998,0.016288,0.99989,0.75547,4.4791,1.4078,0.95032,0.47173,0.48516,2.6639,2.5988,2.5988,0.75317,0.59473,0.27013,0.18035,6.0085,10.5528,1.0669,0.5058,4.7487,4.8751,2023-01-30
TMP,Estuarine-water,POOL,2023-04-17T15:59:00Z,TMP_SW_POOL_20230417,0.011922,0.99963,0.015364,0.99992,0.77596,4.2263,1.367,0.94864,0.45559,0.47272,2.3881,2.3313,2.3313,0.70696,0.56504,0.26992,0.18603,4.8297,8.5524,0.85195,0.40393,3.8024,3.9536,2023-04-14
TMP,Estuarine-water,B4,2023-05-15T19:11:00Z,TMP_SW_B4_20230515,0.011704,0.99859,0.016569,0.99994,0.70637,4.5417,1.3319,0.94756,0.45151,0.47134,2.6111,2.5438,2.5438,0.73728,0.57492,0.26279,0.17934,3.4855,6.0809,0.65238,0.33572,2.7093,2.7884,2023-05-12
TMP,Estuarine-water,F6,2023-05-15T19:59:00Z,TMP_SW_F6_20230515,0.012535,0.99932,0.016076,0.99983,0.77971,4.443,1.4061,0.95423,0.483,0.49682,1.9447,1.8943,1.8943,0.5513,0.43771,0.19996,0.1341,5.1236,9.2455,0.9753,0.43816,4.1387,4.1231,2023-05-12
TMP,Estuarine-water,H6,2023-05-15T20:15:00Z,TMP_SW_H6_20230515,0.011835,0.99821,0.01316,0.99995,0.89933,3.9147,1.3887,0.92677,0.48643,0.50237,0.97083,0.94342,0.94342,0.30235,0.24799,0.13299,0.098954,1.9927,3.453,0.50839,0.34066,1.5976,1.6185,2023-05-12
TMP,Estuarine-water,B4,2023-06-08T18:15:00Z,TMP_SW_B4_20230608,0.01563,0.99821,0.017322,0.99961,0.9023,6.1775,1.7052,0.74583,0.83141,0.8602,0.079034,0.076645,0.076645,0.016796,0.012794,0.0056069,0.003767,0.31811,0.46677,0.21051,0.18492,0.30352,0.19973,2023-06-07
TMP,Estuarine-water,B4,2023-06-14T16:14:00Z,TMP_SW_B4_20230614,0.014959,0.99429,0.016518,0.99876,0.90561,5.71,1.6697,0.77519,0.76368,0.77844,0.09211,0.089553,0.089553,0.020674,0.016132,0.0075797,0.0059466,0.37991,0.57596,0.22563,0.19197,0.34668,0.25347,2023-06-12
TMP,Estuarine-water,B4,2023-06-17T15:33:00Z,TMP_SW_B4_20230617,0.015383,0.99579,0.017385,0.99937,0.88484,6.1375,1.7116,0.79804,0.80153,0.82512,0.085363,0.082924,0.082924,0.018125,0.013908,0.0060932,0.0043874,0.40807,0.61209,0.21673,0.17967,0.37017,0.27366,2023-06-14
TMP,Estuarine-water,B4,2023-06-27T18:31:00Z,TMP_SW_B4_20230627,0.014714,0.99722,0.018455,0.99995,0.7973,6.2102,1.6585,0.84327,0.7238,0.73224,0.11241,0.10921,0.10921,0.023796,0.018101,0.0075175,0.0049328,0.49778,0.76435,0.23248,0.18383,0.46227,0.34796,2023-06-23
TMP,Estuarine-water,B4,2023-07-07T14:20:00Z,TMP_SW_B4_20230707,0.014721,0.99803,0.01993,0.99987,0.73863,6.3731,1.6393,0.86301,0.72486,0.73138,0.13996,0.136,0.136,0.029267,0.021962,0.0083332,0.0053001,0.61097,0.95853,0.25887,0.20617,0.5568,0.43782,2023-07-05
TMP,Estuarine-water,B4,2023-06-07T21:23:00Z,TMP_SW_B4_20230607_1600,0.015938,0.99971,0.014617,0.99955,1.0904,5.5662,1.6922,0.74503,0.8244,0.84933,0.075918,0.0736,0.0736,0.017096,0.013639,0.006983,0.0054897,0.32054,0.46777,0.19111,0.15697,0.30073,0.20509,2023-06-07
TMP,Estuarine-water,B4,2023-06-07T13:02:00Z,TMP_SW_B4_20230607_1600,0.015938,0.99971,0.014617,0.99955,1.0904,5.5662,1.6922,0.74503,0.8244,0.84933,0.075918,0.0736,0.0736,0.017096,0.013639,0.006983,0.0054897,0.32054,0.46777,0.19111,0.15697,0.30073,0.20509,2023-06-06
TMP,Estuarine-water,B4,2023-06-07T21:23:00Z,TMP_SW_B4_20230607_0800,0.015525,0.99719,0.01479,0.99667,1.0496,5.5173,1.6999,0.73638,0.82946,0.85162,0.083569,0.081079,0.081079,0.019001,0.015147,0.0077471,0.0061853,0.3378,0.50399,0.23459,0.1812,0.31077,0.22469,2023-06-07
TMP,Estuarine-water,B4,2023-06-07T13:02:00Z,TMP_SW_B4_20230607_0800,0.015525,0.99719,0.01479,0.99667,1.0496,5.5173,1.6999,0.73638,0.82946,0.85162,0.083569,0.081079,0.081079,0.019001,0.015147,0.0077471,0.0061853,0.3378,0.50399,0.23459,0.1812,0.31077,0.22469,2023-06-06
TMP,Estuarine-water,B4,2023-06-03T19:06:00Z,TMP_SW_B4_20230603,0.011773,0.9985,0.017654,0.99997,0.66686,4.7275,1.3373,0.94996,0.45454,0.46731,3.4846,3.3963,3.3963,0.95781,0.73709,0.31669,0.206,4.5321,7.9526,0.82756,0.34943,3.5281,3.7092,2023-05-31
TMP,Estuarine-water,C6,2023-06-27T18:21:00Z,TMP_SW_C6_20230627,0.015505,0.99264,0.016966,0.99989,0.9139,6.017,1.7054,0.81864,0.76843,0.78391,0.065556,0.063399,0.063399,0.014094,0.010895,0.0050383,0.0035733,0.35007,0.53068,0.17311000000000001,0.14729,0.32531,0.23537,2023-06-23
TMP,Estuarine-water,C3,2023-06-06T20:19:00Z,TMP_SW_C3_20230606,0.015023,0.99875,0.019442,0.99972,0.77272,5.9808,1.6593,0.81851,0.74882,0.75893,0.23758,0.2311,0.2311,0.052333,0.039724,0.015221,0.0090956,1.138,1.8278,0.40613,0.2346,0.92135,0.85673,2023-06-05
TMP,Estuarine-water,C3,2023-06-08T18:05:00Z,TMP_SW_C3_20230608,0.016022,0.99815,0.019044,0.99985,0.84135,6.5007,1.7758,0.73619,0.86777,0.89207,0.11882,0.11523,0.11523,0.024045,0.018279,0.0074096,0.0049131,0.66187,0.9815,0.33635,0.21291,0.56069,0.43952,2023-06-07
TMP,Estuarine-water,C3,2023-06-14T16:01:00Z,TMP_SW_C3_20230614,0.015347,0.99632,0.019873,0.99947,0.77225,6.4914,1.7834,0.77721,0.85689,0.88384,0.11128,0.10794,0.10794,0.022754,0.017143,0.0066991,0.004454,0.68516,0.99743,0.30774,0.2253,0.57049,0.45807,2023-06-12
TMP,Estuarine-water,C3,2023-06-17T14:48:00Z,TMP_SW_C3_20230617,0.0158,0.99115,0.020108,0.99979,0.78575,6.9367,1.8059,0.74837,0.88755,0.90847,0.11293,0.10921,0.10921,0.021642,0.01628,0.0062374,0.0041831,0.75157,1.0779,0.35159,0.23874,0.61426,0.48511,2023-06-14
TMP,Estuarine-water,C3,2023-06-27T18:42:00Z,TMP_SW_C3_20230627,0.015754,0.99788,0.020066,0.99986,0.78514,6.9128,1.7572,0.79444,0.82898,0.85396,0.13172,0.12731,0.12731,0.02537,0.019054,0.0072421,0.0046963,0.76332,1.0777,0.33229,0.21496,0.6538,0.4883,2023-06-23
TMP,Estuarine-water,C3,2023-07-07T14:31:00Z,TMP_SW_C3_20230707,0.014441,0.99694,0.021155,0.9999,0.68264,6.5606,1.7906,0.81294,0.86724,0.89566,0.15792,0.15321,0.15321,0.032679,0.024071,0.0086543,0.005492,0.86242,1.2161,0.36293,0.22334,0.70674,0.55909,2023-07-05
TMP,Estuarine-water,C3,2023-06-07T21:33:00Z,TMP_SW_C3_20230607_1600,0.01606,0.99817,0.017769,0.99984,0.90382,6.2305,1.7544,0.73598,0.86297,0.88238,0.12199,0.11823,0.11823,0.025252,0.019579,0.0084331,0.0057185,0.70735,1.0568,0.33904,0.19523,0.58987,0.47194,2023-06-07
TMP,Estuarine-water,C3,2023-06-07T12:51:00Z,TMP_SW_C3_20230607_1600,0.01606,0.99817,0.017769,0.99984,0.90382,6.2305,1.7544,0.73598,0.86297,0.88238,0.12199,0.11823,0.11823,0.025252,0.019579,0.0084331,0.0057185,0.70735,1.0568,0.33904,0.19523,0.58987,0.47194,2023-06-06
TMP,Estuarine-water,C3,2023-06-07T21:33:00Z,TMP_SW_C3_20230607_0800,0.01602,0.99891,0.019446,0.99987,0.82383,6.5352,1.7312,0.75332,0.83364,0.85045,0.12964,0.12588,0.12588,0.026247,0.019837,0.0076813,0.0048172,0.74755,1.1346,0.35228,0.22395,0.62519,0.51535,2023-06-07
TMP,Estuarine-water,C3,2023-06-07T12:51:00Z,TMP_SW_C3_20230607_0800,0.01602,0.99891,0.019446,0.99987,0.82383,6.5352,1.7312,0.75332,0.83364,0.85045,0.12964,0.12588,0.12588,0.026247,0.019837,0.0076813,0.0048172,0.74755,1.1346,0.35228,0.22395,0.62519,0.51535,2023-06-06
TMP,Estuarine-water,D5,2023-06-06T21:48:00Z,TMP_SW_D5_20230606,0.014747,0.99894,0.016819,0.99995,0.87678,5.4364,1.6687,0.81397,0.78633,0.79759,0.1055,0.10264,0.10264,0.024886,0.019406,0.0086733,0.0057297,0.47272,0.75014,0.20054,0.14682,0.39561,0.35082,2023-06-05
TMP,Estuarine-water,D5,2023-06-08T18:35:00Z,TMP_SW_D5_20230608,0.015931,0.99568,0.015505,0.99314,1.0275,5.7437,1.802,0.70996,0.93057,0.96713,0.055111,0.053397,0.053397,0.012113,0.0095951,0.0047973,0.0041579,0.29244,0.40993,0.16738,0.12265,0.25776,0.18022,2023-06-07
TMP,Estuarine-water,D5,2023-06-14T16:28:00Z,TMP_SW_D5_20230614,0.016209,0.99668,0.014393,0.99953,1.1262,5.744,1.7622,0.71868,0.91066,0.94468,0.068452,0.066073,0.066073,0.014989,0.011917,0.0062103,0.0048517,0.39611,0.56011,0.28927,0.23408,0.34341,0.24861,2023-06-12
TMP,Estuarine-water,D5,2023-06-17T15:22:00Z,TMP_SW_D5_20230617,0.015881,0.99,0.018831,0.99992,0.84337,6.5891,1.7894,0.77411,0.89107,0.91318,0.05896,0.057061,0.057061,0.011761,0.008948,0.0036716,0.0024493,0.37669,0.54591,0.18264,0.14351,0.32922,0.24369,2023-06-14
TMP,Estuarine-water,D5,2023-06-27T18:12:00Z,TMP_SW_D5_20230627,0.015006,0.98853,0.015627,0.99822,0.96027,5.6251,1.7784,0.80531,0.84638,0.88152,0.059991,0.058116,0.058116,0.013448,0.010664999999999999,0.0052553,0.0041003,0.33683,0.47128,0.1571,0.12984,0.31831,0.21316,2023-06-23
TMP,Estuarine-water,D5,2023-06-07T21:11:00Z,TMP_SW_D5_20230607_1600,0.015088,0.99285,0.014036,0.99734,1.0749,5.242,1.7863,0.68206,0.90378,0.92405,0.058293,0.056433,0.056433,0.013677,0.01112,0.0059424,0.0048249,0.30023,0.42619,0.19347,0.15192,0.26462,0.18945,2023-06-07
TMP,Estuarine-water,D5,2023-06-07T13:25:00Z,TMP_SW_D5_20230607_1600,0.015088,0.99285,0.014036,0.99734,1.0749,5.242,1.7863,0.68206,0.90378,0.92405,0.058293,0.056433,0.056433,0.013677,0.01112,0.0059424,0.0048249,0.30023,0.42619,0.19347,0.15192,0.26462,0.18945,2023-06-06
TMP,Estuarine-water,D5,2023-06-07T21:11:00Z,TMP_SW_D5_20230607_0800,0.016731,0.9957,0.016744,0.99947,0.99922,6.1981,1.7515,0.73211,0.85968,0.88513,0.06949,0.067257,0.067257,0.01448,0.011211,0.0051021,0.0036165,0.35397,0.51982,0.1906,0.13852,0.30334,0.23511,2023-06-07
TMP,Estuarine-water,D5,2023-06-07T13:25:00Z,TMP_SW_D5_20230607_0800,0.016731,0.9957,0.016744,0.99947,0.99922,6.1981,1.7515,0.73211,0.85968,0.88513,0.06949,0.067257,0.067257,0.01448,0.011211,0.0051021,0.0036165,0.35397,0.51982,0.1906,0.13852,0.30334,0.23511,2023-06-06
TMP,Estuarine-water,E3,2023-06-06T20:58:00Z,TMP_SW_E3_20230606,0.015357,0.99824,0.014173,0.99722,1.0836,4.9896,1.7074,0.73825,0.84533,0.86388,0.075511,0.073496,0.073496,0.018952,0.015134,0.0080004,0.0060331,0.35738,0.52823,0.18449,0.18121,0.31362,0.24245,2023-06-05
TMP,Estuarine-water,E3,2023-06-08T17:30:00Z,TMP_SW_E3_20230608,0.015157,0.99251,0.01377,0.99845,1.1007,5.018,1.7857,0.67527,0.9208,0.96805,0.057803,0.055974,0.055974,0.014312,0.011519,0.0061933,0.0052263,0.27565,0.36964,0.18512,0.18825,0.25117,0.16857,2023-06-07
TMP,Estuarine-water,E3,2023-06-12T12:55:00Z,TMP_SW_E3_20230612,0.017259,0.99992,0.017732,0.99961,0.97333,6.771,1.7934,0.70317,0.93546,0.98731,0.051205,0.049363,0.049363,0.0097173,0.0075623,0.0032634,0.0024487,0.29943,0.40754,0.16741,0.13295,0.27245,0.18396,2023-06-08
TMP,Estuarine-water,E3,2023-06-14T16:57:00Z,TMP_SW_E3_20230614,0.014851,0.9945,0.014635,0.99982,1.0148,5.226,1.7673,0.77373,0.87538,0.91026,0.055169,0.053542,0.053542,0.013154,0.010557,0.0055067,0.0041648,0.30267,0.42365,0.14264,0.12089,0.26141,0.19719,2023-06-12
TMP,Estuarine-water,E3,2023-06-17T14:57:00Z,TMP_SW_E3_20230617,0.014931,0.98904,0.016142,0.99985,0.92494,5.6035,1.7225,0.75163,0.78312,0.80924,0.066745,0.064689,0.064689,0.015115,0.011911,0.0057626,0.0043491,0.33924,0.49216,0.16054,0.11135,0.30726,0.212,2023-06-14
TMP,Estuarine-water,E3,2023-06-27T17:39:00Z,TMP_SW_E3_20230627,0.015389,0.99194,0.01645,0.99962,0.93551,5.7781,1.7203,0.75206,0.83583,0.8693,0.060385,0.058493,0.058493,0.013303,0.010451,0.0049172,0.0037351,0.31126,0.41778,0.15979,0.19865,0.28841,0.19843,2023-06-23
TMP,Estuarine-water,E3,2023-07-07T14:38:00Z,TMP_SW_E3_20230707,0.016085,0.99394,0.019051,0.99981,0.84434,6.7265,1.7482,0.81561,0.82726,0.84635,0.069047,0.066672,0.066672,0.01352,0.010265,0.0040558,0.0026821,0.4072,0.55736,0.17139,0.13816,0.35749,0.26543,2023-07-05
TMP,Estuarine-water,E3,2023-06-07T21:03:00Z,TMP_SW_E3_20230607_1600,0.014761,0.99626,0.013702,0.99971,1.0773,5.0426,1.7532,0.66596,0.91736,0.95595,0.056608,0.054881,0.054881,0.013864,0.011226,0.0059669,0.0047578,0.2692,0.36979,0.17568,0.17509,0.24353,0.16901,2023-06-07
TMP,Estuarine-water,E3,2023-06-07T12:32:00Z,TMP_SW_E3_20230607_1600,0.014761,0.99626,0.013702,0.99971,1.0773,5.0426,1.7532,0.66596,0.91736,0.95595,0.056608,0.054881,0.054881,0.013864,0.011226,0.0059669,0.0047578,0.2692,0.36979,0.17568,0.17509,0.24353,0.16901,2023-06-06
TMP,Estuarine-water,E3,2023-06-07T21:03:00Z,TMP_SW_E3_20230607_0800,0.015553,0.99648,0.012465,0.9993,1.2477,4.8664,1.7214,0.69347,0.88493,0.91422,0.070936,0.068867,0.068867,0.017736,0.014577,0.0082035,0.0064262,0.33055,0.45994,0.19294,0.19402,0.29,0.21368,2023-06-07
TMP,Estuarine-water,E3,2023-06-07T12:32:00Z,TMP_SW_E3_20230607_0800,0.015553,0.99648,0.012465,0.9993,1.2477,4.8664,1.7214,0.69347,0.88493,0.91422,0.070936,0.068867,0.068867,0.017736,0.014577,0.0082035,0.0064262,0.33055,0.45994,0.19294,0.19402,0.29,0.21368,2023-06-06
TMP,Estuarine-water,F4,2023-06-27T17:55:00Z,TMP_SW_F4_20230627,0.012614,0.99676,0.01797,0.99988,0.70199,5.6229,1.6188,0.87712,0.63374,0.65594,0.13662,0.13271,0.13271,0.032056,0.024297,0.010389,0.0067877,0.80491,1.0081,0.24716,0.20368,0.70766,0.45643,2023-06-23
TMP,Estuarine-water,F6,2023-06-14T16:42:00Z,TMP_SW_F6_20230614,0.0161,0.99121,0.018062,0.99996,0.89137,6.3226,1.7497,0.81669,0.81639,0.83487,0.060118,0.058209,0.058209,0.012428,0.0095084,0.0040339,0.0028135,0.37317,0.56482,0.15978,0.11883,0.32315,0.25472,2023-06-12
TMP,Estuarine-water,F6,2023-06-27T18:02:00Z,TMP_SW_F6_20230627,0.015671,0.99264,0.016925,0.99954,0.92587,5.9068,1.7273,0.83534,0.78834,0.79355,0.067333,0.065446,0.065446,0.014688,0.011399,0.0052462,0.0039982,0.38025,0.55768,0.15452,0.13485,0.34901,0.25653,2023-06-23
TMP,Estuarine-water,F6,2023-07-07T14:50:00Z,TMP_SW_F6_20230707,0.015326,0.99546,0.01863,0.99974,0.82265,6.1327,1.7848,0.87828,0.67179,0.72794,0.086661,0.084045,0.084045,0.018434,0.014131,0.0058874,0.004116,0.98897,0.77758,0.19578,0.11216,0.7125,0.36878,2023-07-05
TMP,Estuarine-water,H3,2023-06-27T17:29:00Z,TMP_SW_H3_20230627,0.015192,0.99367,0.018027,0.99973,0.84277,5.9849,1.6873,0.8193,0.70335,0.71236,0.067835,0.06581,0.06581,0.014759,0.011335,0.0048805,0.0034025,0.3437,0.49781,0.18103,0.19081,0.3292,0.23463,2023-06-23
TMP,Estuarine-water,H6,2023-06-08T17:49:00Z,TMP_SW_H6_20230608,0.017315,0.99799,0.01714,0.9987,1.0102,6.1671,1.6417,0.80727,0.72652,0.73997,0.067982,0.065836,0.065836,0.014122,0.011023,0.0050202,0.0038828,0.28461,0.43245,0.17498,0.1465,0.27449,0.18405,2023-06-07
TMP,Estuarine-water,H6,2023-06-12T15:59:00Z,TMP_SW_H6_20230612,0.016231,0.99668,0.017336,0.99972,0.93626,6.2813,1.6921,0.75059,0.79613,0.8178,0.068303,0.066259,0.066259,0.014227,0.010874,0.0049306,0.003552,0.32088,0.46102,0.20914,0.18842,0.30243,0.20956,2023-06-08
TMP,Estuarine-water,H6,2023-06-14T17:18:00Z,TMP_SW_H6_20230614,0.016356,0.99978,0.018329,0.99973,0.89238,6.2649,1.6672,0.83018,0.68004,0.68803,0.051373,0.049755,0.049755,0.010657,0.0082002,0.0034937,0.0024782,0.27732,0.45972,0.15291,0.129,0.26884,0.17703,2023-06-12
TMP,Estuarine-water,H6,2023-06-27T17:17:00Z,TMP_SW_H6_20230627,0.014888,0.99649,0.018166,0.99992,0.81956,5.8475,1.6242,0.87178,0.65367,0.66326,0.098616,0.095711,0.095711,0.021983,0.016865,0.0069767,0.0045997,0.45958,0.69998,0.1762,0.12492,0.41836,0.32761,2023-06-23
TMP,Estuarine-water,I5,2023-06-07T20:45:00Z,TMP_SW_I5_20230607_1600,0.015203,0.99711,0.018925,0.99968,0.8033,5.9527,1.7465,0.71323,0.82026,0.83299,0.26099,0.25382,0.25382,0.057375,0.043844,0.017175,0.010343,1.7728,2.6332,0.73482,0.42168,1.3411,1.2374,2023-06-07
