date,site,plot,grid,sample_name,evacuation_datetime,collection_datetime,tz,doc_mg_l,tdn_mg_l,doc_flag,tdn_flag
2022-06-22,TMP,Freshwater,H3,TMP_FW_H3_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,5.62,0.24,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,D5,TMP_FW_D5_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,4.67,0.16,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,H3,TMP_FW_H3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,4.86,0.21,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,F6,TMP_FW_F6_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,7.4,0.26,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,F4,TMP_FW_F4_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,8.13,0.27,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,E3,TMP_FW_E3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,6.74,0.23,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,H6,TMP_FW_H6_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,2.81,0.08,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,C3,TMP_FW_C3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,9.72,0.25,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,I5,TMP_FW_I5_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,18.61,0.3,NA,NA
2022-06-22,TMP,Estuarine-water,B4,TMP_SW_B4_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,7.3,0.47,NA,NA
2022-06-22,TMP,Estuarine-water,I5,TMP_SW_I5_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,11.85,1.25,NA,NA
2022-06-22,TMP,Estuarine-water,D5,TMP_SW_D5_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,4.66,0.4,NA,NA
2022-06-22,TMP,Estuarine-water,F6,TMP_SW_F6_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,5.09,0.36,NA,NA
2022-06-22,TMP,Estuarine-water,F4,TMP_SW_F4_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,10.66,0.53,NA,NA
2022-06-22,TMP,Estuarine-water,H3,TMP_SW_H3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,6.53,0.57,NA,NA
2022-06-22,TMP,Estuarine-water,E3,TMP_SW_E3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,2.78,0.17,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Estuarine-water,C3,TMP_SW_C3_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,8.48,0.5,NA,NA
2022-06-22,TMP,Freshwater,B4,TMP_FW_B4_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,16.87,1.63,blank is ≥ 25% of sample value,blank is ≥ 25% of sample value
2022-06-22,TMP,Estuarine-water,H6,TMP_SW_H6_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,15.52,1.65,blank is ≥ 25% of sample value,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,D5,TMP_FW_D5_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,5.9,0.28,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,E3,TMP_FW_E3_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,6.03,0.3,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Estuarine-water,F6,TMP_SW_F6_T1,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,EDT,10.4,0.57,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Freshwater,H6,TMP_FW_H6_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values
2022-06-22,TMP,Freshwater,B4,TMP_FW_B4_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values
2022-06-22,TMP,Freshwater,F6,TMP_FW_F6_T1,2022-06-22T15:59:00Z,2022-06-22T16:45:00Z,EDT,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values
2022-06-22,TMP,Freshwater,C6,TMP_FW_C6_T2,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,EDT,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values
2022-06-22,TMP,Control,H6,TMP_C_H6_T2,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,19.16,0.59,NA,blank is ≥ 25% of sample value
2022-06-22,TMP,Control,B4,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,C3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,C6,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,D5,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,E3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,F4,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,F6,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,H3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Control,I5,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-22,TMP,Estuarine-water,C6,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-22T20:34:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,C6,TMP_C_C6_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,24.39,0.72,NA,NA
2022-06-23,TMP,Freshwater,H3,TMP_FW_H3_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,10.23,0.3,NA,NA
2022-06-23,TMP,Freshwater,F4,TMP_FW_F4_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,9.6,0.32,NA,NA
2022-06-23,TMP,Control,H6,TMP_C_H6_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,20.74,0.62,NA,NA
2022-06-23,TMP,Control,I5,TMP_C_I5_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,22.93,0.67,NA,NA
2022-06-23,TMP,Estuarine-water,B4,TMP_SW_B4_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,9.22,0.52,NA,NA
2022-06-23,TMP,Freshwater,H6,TMP_FW_H6_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,10.03,0.35,NA,NA
2022-06-23,TMP,Estuarine-water,C3,TMP_SW_C3_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,13.23,1.19,NA,NA
2022-06-23,TMP,Control,B4,TMP_C_B4_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,11.82,0.37,NA,NA
2022-06-23,TMP,Freshwater,C6,TMP_FW_C6_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,8.39,0.34,NA,NA
2022-06-23,TMP,Freshwater,C3,TMP_FW_C3_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,13.79,0.43,NA,NA
2022-06-23,TMP,Freshwater,E3,TMP_FW_E3_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,7.32,0.27,NA,NA
2022-06-23,TMP,Freshwater,B4,TMP_FW_B4_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,7.87,0.33,NA,NA
2022-06-23,TMP,Estuarine-water,H6,TMP_SW_H6_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,7.4,0.39,NA,NA
2022-06-23,TMP,Estuarine-water,E3,TMP_SW_E3_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,6.41,0.41,NA,NA
2022-06-23,TMP,Estuarine-water,D5,TMP_SW_D5_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,8.04,0.82,NA,NA
2022-06-23,TMP,Estuarine-water,F6,TMP_SW_F6_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,5.3,0.52,NA,NA
2022-06-23,TMP,Estuarine-water,I5,TMP_SW_I5_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,15.07,1.9,NA,NA
2022-06-23,TMP,Freshwater,F6,TMP_FW_F6_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,NA,NA,omitted for high dilution and blank values,omitted for high dilution and blank values
2022-06-23,TMP,Freshwater,I5,TMP_FW_I5_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,13.92,0.58,NA,NA
2022-06-23,TMP,Freshwater,D5,TMP_FW_D5_T3,2022-06-22T15:59:00Z,2022-06-23T13:38:00Z,EDT,6.94,0.29,NA,blank is ≥ 25% of sample value
2022-06-23,TMP,Estuarine-water,C6,TMP_SW_C6_T3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,7.42,0.78,NA,NA
2022-06-23,TMP,Control,C3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,D5,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,E3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,F4,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,F6,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Control,H3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Estuarine-water,F4,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-23,TMP,Estuarine-water,H3,Lysimeter Empty,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,EDT,NA,NA,NA,NA
2022-06-24,TMP,Freshwater,I5,TMP_FW_I5_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,14.52,0.54,NA,NA
2022-06-24,TMP,Control,I5,TMP_C_I5_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,26.29,1.45,NA,NA
2022-06-24,TMP,Control,D5,TMP_C_D5_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,19.76,0.56,NA,NA
2022-06-24,TMP,Freshwater,H3,TMP_FW_H3_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,9.86,0.37,NA,NA
2022-06-24,TMP,Estuarine-water,B4,TMP_SW_B4_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,8.94,0.52,NA,NA
2022-06-24,TMP,Estuarine-water,F4,TMP_SW_F4_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,14.84,0.64,NA,NA
2022-06-24,TMP,Control,E3,TMP_C_E3_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,11.68,0.72,NA,NA
2022-06-24,TMP,Freshwater,C3,TMP_FW_C3_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,18.09,1,NA,NA
2022-06-24,TMP,Estuarine-water,E3,TMP_SW_E3_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,7.79,0.46,NA,NA
2022-06-24,TMP,Estuarine-water,D5,TMP_SW_D5_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,11.09,0.78,NA,NA
2022-06-24,TMP,Estuarine-water,H6,TMP_SW_H6_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,10.3,0.71,NA,NA
2022-06-24,TMP,Freshwater,F4,TMP_FW_F4_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,11.22,0.49,NA,NA
2022-06-24,TMP,Freshwater,F6,TMP_FW_F6_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,13.74,0.56,NA,NA
2022-06-24,TMP,Estuarine-water,H3,TMP_SW_H3_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,5.83,0.49,NA,NA
2022-06-24,TMP,Freshwater,C6,TMP_FW_C6_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,7.03,0.31,NA,NA
2022-06-24,TMP,Estuarine-water,I5,TMP_SW_I5_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,15.9,1.5,NA,NA
2022-06-24,TMP,Freshwater,H6,TMP_FW_H6_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,10.37,0.42,NA,NA
2022-06-24,TMP,Control,F6,TMP_C_F6_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,19.97,0.75,NA,NA
2022-06-24,TMP,Freshwater,D5,TMP_FW_D5_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,8.09,0.28,NA,NA
2022-06-24,TMP,Control,H6,TMP_C_H6_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,21.31,0.77,NA,NA
2022-06-24,TMP,Estuarine-water,C6,TMP_SW_C6_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,10.46,0.84,NA,NA
2022-06-24,TMP,Freshwater,B4,TMP_FW_B4_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,9.79,0.36,NA,NA
2022-06-24,TMP,Control,H3,TMP_C_H3_T4,2022-06-23T15:59:00Z,2022-06-24T16:00:00Z,EDT,22.94,0.82,NA,NA
2022-06-24,TMP,Freshwater,E3,TMP_FW_E3_T4,2022-06-23T15:59:00Z,2022-06-24T16:16:00Z,EDT,10.51,0.36,NA,NA
2022-06-24,TMP,Estuarine-water,C3,TMP_SW_C3_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,14.34,1.36,NA,NA
2022-06-24,TMP,Estuarine-water,F6,TMP_SW_F6_T4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,5.81,0.39,NA,NA
2022-06-24,TMP,Control,B4,Lysimeter Empty,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,NA,NA,NA,NA
2022-06-24,TMP,Control,C3,Lysimeter Empty,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,NA,NA,NA,NA
2022-06-24,TMP,Control,C6,Lysimeter Empty,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,NA,NA,NA,NA
2022-06-24,TMP,Control,F4,Lysimeter Empty,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,C6,TMP_C_C6_20220718,2022-07-14T16:07:00Z,2022-07-18T17:00:00Z,EDT,12.69,1.44,NA,NA
2022-07-18,TMP,Control,H3,TMP_C_H3_20220718,2022-07-14T16:07:00Z,2022-07-18T17:00:00Z,EDT,20.08,0.51,NA,NA
2022-07-18,TMP,Control,B4,TMP_C_B4_20220718,2022-07-14T16:07:00Z,2022-07-18T17:00:00Z,EDT,7.55,0.23,NA,NA
2022-07-18,TMP,Control,I5,TMP_C_I5_20220718,2022-07-14T15:59:00Z,2022-07-18T15:59:00Z,EDT,18.21,0.74,NA,NA
2022-07-18,TMP,Freshwater,C6,TMP_FW_C6_20220718,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,EDT,7.21,0.23,NA,NA
2022-07-18,TMP,Freshwater,H6,TMP_FW_H6_20220718,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,EDT,11.01,0.46,NA,NA
2022-07-18,TMP,Freshwater,B4,TMP_FW_B4_20220718,2022-07-14T15:59:00Z,2022-07-18T15:59:00Z,EDT,11.88,1.07,NA,NA
2022-07-18,TMP,Freshwater,D5,TMP_FW_D5_20220718,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,EDT,12.17,1.27,NA,NA
2022-07-18,TMP,Freshwater,E3,TMP_FW_E3_20220718,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,EDT,9.61,0.79,NA,NA
2022-07-18,TMP,Freshwater,I5,TMP_FW_I5_20220718,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,EDT,14.7,0.57,NA,NA
2022-07-18,TMP,Estuarine-water,C3,TMP_SW_C3_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,9.15,0.47,NA,NA
2022-07-18,TMP,Estuarine-water,C6,TMP_SW_C6_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,19.29,5.07,NA,value above cal curve
2022-07-18,TMP,Estuarine-water,F4,TMP_SW_F4_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,7.66,0.62,NA,NA
2022-07-18,TMP,Estuarine-water,B4,TMP_SW_B4_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,21.99,0.7,NA,NA
2022-07-18,TMP,Estuarine-water,D5,TMP_SW_D5_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,6.11,0.44,NA,NA
2022-07-18,TMP,Estuarine-water,F6,TMP_SW_F6_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,4.94,0.41,NA,NA
2022-07-18,TMP,Estuarine-water,I5,TMP_SW_I5_20220718,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,15.02,1.07,NA,NA
2022-07-18,TMP,Control,C3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,D5,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,E3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,F4,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,F6,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Control,H6,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Freshwater,C3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Freshwater,F4,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Freshwater,F6,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Freshwater,H3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Estuarine-water,E3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Estuarine-water,H3,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-18,TMP,Estuarine-water,H6,Lysimeter Empty,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,H6,TMP_C_H6_20220721,2022-07-18T15:30:00Z,2022-07-21T16:00:00Z,EDT,16.28,1.15,NA,NA
2022-07-21,TMP,Control,D5,TMP_C_D5_20220721,2022-07-18T15:30:00Z,2022-07-21T16:00:00Z,EDT,8.83,0.46,NA,NA
2022-07-21,TMP,Control,F6,TMP_C_F6_20220721,2022-07-18T15:30:00Z,2022-07-21T16:00:00Z,EDT,16.45,0.81,NA,NA
2022-07-21,TMP,Estuarine-water,H3,TMP_SW_H3_20220721,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,86.27,2.94,NA,NA
2022-07-21,TMP,Control,B4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,C3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,C6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,E3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,F4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,H3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Control,I5,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,B4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,C3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,C6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,D5,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,E3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,F4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,F6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,H3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,H6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Freshwater,I5,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,B4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,C3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,C6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,D5,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,E3,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,F4,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,F6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,H6,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-07-21,TMP,Estuarine-water,I5,Lysimeter Empty,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,EDT,NA,NA,NA,NA
2022-08-08,TMP,Control,H3,TMP_C_H3_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,20.09,0.61,NA,NA
2022-08-08,TMP,Control,H6,TMP_C_H6_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,15.89,0.58,NA,NA
2022-08-08,TMP,Control,B4,TMP_C_B4_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,10.61,0.45,NA,NA
2022-08-08,TMP,Control,D5,TMP_C_D5_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,11.37,0.41,NA,NA
2022-08-08,TMP,Control,E3,TMP_C_E3_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,12.71,0.93,NA,NA
2022-08-08,TMP,Control,F6,TMP_C_F6_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,15.7,0.5,NA,NA
2022-08-08,TMP,Control,I5,TMP_C_I5_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,23.39,0.71,NA,NA
2022-08-08,TMP,Control,C3,TMP_C_C3_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,16.66,0.49,NA,NA
2022-08-08,TMP,Control,C6,TMP_C_C6_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,13.45,1.73,NA,NA
2022-08-08,TMP,Control,F4,TMP_C_F4_20220808,2022-08-05T18:00:00Z,2022-08-08T19:00:00Z,EDT,14.43,0.59,NA,NA
2022-08-08,TMP,Freshwater,C3,TMP_FW_C3_20220808,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,EDT,14.84,0.53,NA,NA
2022-08-08,TMP,Freshwater,C6,TMP_FW_C6_20220808,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,EDT,9.31,0.41,NA,NA
2022-08-08,TMP,Freshwater,F4,TMP_FW_F4_20220808,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,EDT,14.67,0.73,NA,NA
2022-08-08,TMP,Freshwater,H3,TMP_FW_H3_20220808,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,EDT,11.59,0.46,NA,NA
2022-08-08,TMP,Freshwater,H6,TMP_FW_H6_20220808,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,EDT,14.9,1.9,NA,NA
