date,site,plot,grid,sample_name,evacuation_datetime,collection_datetime,tz,doc_mg_l,tdn_mg_l,doc_flag,tdn_flag
2023-02-02,TMP,Control,F4,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-02,TMP,Control,H3,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-02,TMP,Freshwater,E3,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-02,TMP,Freshwater,F4,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-02,TMP,Estuarine-water,H3,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-02,TMP,Estuarine-water,I5,Lysimeter Empty,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,H3,TMP_C_H3_20230206,2023-02-02T15:15:00Z,2023-02-06T15:35:00Z,EST,14.7,0.42,NA,NA
2023-02-06,TMP,Freshwater,E3,TMP_FW_E3_20230206,2023-02-02T16:00:00Z,2023-02-06T16:08:00Z,EST,10.96,1.31,NA,NA
2023-02-06,TMP,Estuarine-water,H3,TMP_SW_H3_20230206,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,24.3,0.95,NA,NA
2023-02-06,TMP,Estuarine-water,I5,TMP_SW_I5_20230206,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,85.4,3.13,NA,NA
2023-02-06,TMP,Control,B4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,C3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,C6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,D5,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,E3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,F4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,F6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,H6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Control,I5,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,B4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,C3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,C6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,D5,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,F4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,F6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,H3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,H6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Freshwater,I5,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,B4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,C3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,C6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,D5,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,E3,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,F4,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,F6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-02-06,TMP,Estuarine-water,H6,Lysimeter Empty,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,EST,NA,NA,NA,NA
2023-04-17,TMP,Control,I5,TMP_C_I5_20230417,2023-04-14T13:31:00Z,2023-04-17T12:55:00Z,EDT,15.83,0.82,NA,NA
2023-04-17,TMP,Control,H6,TMP_C_H6_20230417,2023-04-14T13:12:00Z,2023-04-17T13:02:00Z,EDT,12.12,0.47,NA,NA
2023-04-17,TMP,Control,H3,TMP_C_H3_20230417,2023-04-14T13:03:00Z,2023-04-17T12:50:00Z,EDT,17.32,0.73,NA,NA
2023-04-17,TMP,Control,C6,TMP_C_C6_20230417,2023-04-14T13:32:00Z,2023-04-17T13:25:00Z,EDT,8.4,0.34,NA,NA
2023-04-17,TMP,Freshwater,C3,TMP_FW_C3_20230417,2023-04-14T14:17:00Z,2023-04-17T14:55:00Z,EDT,13.39,0.59,NA,NA
2023-04-17,TMP,Freshwater,H6,TMP_FW_H6_20230417,2023-04-14T14:19:00Z,2023-04-17T15:23:00Z,EDT,12.89,0.6,NA,NA
2023-04-17,TMP,Freshwater,D5,TMP_FW_D5_20230417,2023-04-14T14:13:00Z,2023-04-17T15:01:00Z,EDT,10.7,0.37,NA,NA
2023-04-17,TMP,Freshwater,I5,TMP_FW_I5_20230417,2023-04-14T14:17:00Z,2023-04-17T15:17:00Z,EDT,12.43,0.47,NA,NA
2023-04-17,TMP,Freshwater,H3,TMP_FW_H3_20230417,2023-04-14T14:10:00Z,2023-04-17T15:11:00Z,EDT,8.59,0.32,NA,NA
2023-04-17,TMP,Freshwater,C6,TMP_FW_C6_20230417,2023-04-14T15:45:00Z,2023-04-17T14:44:00Z,EDT,12.22,2.54,NA,NA
2023-04-17,TMP,Estuarine-water,F6,TMP_SW_F6_20230417,2023-04-14T13:54:00Z,2023-04-17T14:06:00Z,EDT,42.05,1.4,NA,NA
2023-04-17,TMP,Estuarine-water,C6,TMP_SW_C6_20230417,2023-04-14T15:36:00Z,2023-04-17T13:54:00Z,EDT,34.28,1.19,NA,NA
2023-04-17,TMP,Estuarine-water,B4,TMP_SW_B4_20230417,2023-04-14T14:01:00Z,2023-04-17T13:49:00Z,EDT,49.13,1.19,NA,NA
2023-04-17,TMP,Estuarine-water,D5,TMP_SW_D5_20230417,2023-04-14T13:48:00Z,2023-04-17T14:01:00Z,EDT,58,1.72,NA,NA
2023-04-17,TMP,Estuarine-water,E3,TMP_SW_E3_20230417,2023-04-14T13:38:00Z,2023-04-17T14:16:00Z,EDT,42.35,1.35,NA,NA
2023-04-17,TMP,Estuarine-water,C3,TMP_SW_C3_20230417,2023-04-14T15:29:00Z,2023-04-17T13:38:00Z,EDT,53.19,1.59,NA,NA
2023-04-17,TMP,Estuarine-water,H6,TMP_SW_H6_20230417,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,36.41,1.08,NA,NA
2023-04-17,TMP,Control,B4,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Control,C3,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Control,D5,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Control,E3,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Control,F4,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Control,F6,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Freshwater,B4,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Freshwater,E3,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Freshwater,F4,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Freshwater,F6,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Estuarine-water,F4,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Estuarine-water,H3,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-04-17,TMP,Estuarine-water,I5,Lysimeter Empty,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Control,I5,TMP_C_I5_20230515,2023-05-12T15:39:00Z,2023-05-15T16:25:00Z,EDT,15.39,0.48,NA,NA
2023-05-15,TMP,Control,F6,TMP_C_F6_20230515,2023-05-12T15:36:00Z,2023-05-15T16:50:00Z,EDT,15.58,0.41,NA,NA
2023-05-15,TMP,Control,E3,TMP_C_E3_20230515,2023-05-12T18:01:00Z,2023-05-15T18:46:00Z,EDT,9.92,0.48,NA,NA
2023-05-15,TMP,Control,C6,TMP_C_C6_20230515,2023-05-12T15:26:00Z,2023-05-15T19:02:00Z,EDT,9.93,0.32,NA,NA
2023-05-15,TMP,Control,H6,TMP_C_H6_20230515,2023-05-12T15:36:00Z,2023-05-15T16:32:00Z,EDT,14.55,0.5,NA,NA
2023-05-15,TMP,Freshwater,B4,TMP_FW_B4_20230515,2023-05-12T17:24:00Z,2023-05-15T20:45:00Z,EDT,7.94,0.27,NA,NA
2023-05-15,TMP,Freshwater,C6,TMP_FW_C6_20230515,2023-05-12T17:26:00Z,2023-05-15T20:28:00Z,EDT,7.45,0.34,NA,NA
2023-05-15,TMP,Freshwater,D5,TMP_FW_D5_20230515,2023-05-12T14:50:00Z,2023-05-15T20:37:00Z,EDT,11.23,0.35,NA,NA
2023-05-15,TMP,Freshwater,I5,TMP_FW_I5_20230515,2023-05-12T14:36:00Z,2023-05-15T21:26:00Z,EDT,11.96,0.42,NA,NA
2023-05-15,TMP,Freshwater,E3,TMP_FW_E3_20230515,2023-05-12T21:34:00Z,2023-05-15T17:17:00Z,EDT,6.88,0.26,NA,NA
2023-05-15,TMP,Freshwater,H6,TMP_FW_H6_20230515,2023-05-12T14:40:00Z,2023-05-15T21:34:00Z,EDT,12.36,0.52,NA,NA
2023-05-15,TMP,Freshwater,C3,TMP_FW_C3_20230515,2023-05-12T17:21:00Z,2023-05-15T20:55:00Z,EDT,7.51,0.29,NA,NA
2023-05-15,TMP,Freshwater,H3,TMP_FW_H3_20230515,2023-05-12T14:38:00Z,2023-05-15T21:15:00Z,EDT,9.76,0.68,NA,NA
2023-05-15,TMP,Freshwater,F6,TMP_FW_F6_20230515,2023-05-12T17:14:00Z,2023-05-15T21:46:00Z,EDT,14.77,0.37,NA,NA
2023-05-15,TMP,Estuarine-water,F6,TMP_SW_F6_20230515,2023-05-12T15:06:00Z,2023-05-15T19:59:00Z,EDT,50.96,1.67,NA,NA
2023-05-15,TMP,Estuarine-water,H3,TMP_SW_H3_20230515,2023-05-12T17:47:00Z,2023-05-15T20:05:00Z,EDT,24.18,0.84,NA,NA
2023-05-15,TMP,Estuarine-water,B4,TMP_SW_B4_20230515,2023-05-12T14:59:00Z,2023-05-15T19:11:00Z,EDT,50.34,2.75,NA,NA
2023-05-15,TMP,Estuarine-water,C3,TMP_SW_C3_20230515,2023-05-12T15:02:00Z,2023-05-15T19:37:00Z,EDT,53.12,1.41,NA,NA
2023-05-15,TMP,Estuarine-water,H6,TMP_SW_H6_20230515,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,27.36,0.67,NA,NA
2023-05-15,TMP,Control,B4,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Control,C3,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Control,D5,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Control,F4,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Control,H3,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Freshwater,F4,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Estuarine-water,C6,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Estuarine-water,D5,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Estuarine-water,E3,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Estuarine-water,F4,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-05-15,TMP,Estuarine-water,I5,Lysimeter Empty,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,I5,TMP_C_I5_20230603,2023-05-31T18:36:00Z,2023-06-03T18:00:00Z,EDT,20.45,0.44,NA,NA
2023-06-03,TMP,Control,H6,TMP_C_H6_20230603,2023-05-31T18:26:00Z,2023-06-03T18:15:00Z,EDT,24.67,0.53,NA,NA
2023-06-03,TMP,Control,C6,TMP_C_C6_20230603,2023-05-31T19:12:00Z,2023-06-03T18:41:00Z,EDT,21.48,0.32,NA,NA
2023-06-03,TMP,Freshwater,D5,TMP_FW_D5_20230603,2023-05-31T17:26:00Z,2023-06-03T19:52:00Z,EDT,10.05,0.36,NA,NA
2023-06-03,TMP,Freshwater,I5,TMP_FW_I5_20230603,2023-05-31T17:05:00Z,2023-06-03T20:09:00Z,EDT,11.05,0.4,NA,NA
2023-06-03,TMP,Estuarine-water,B4,TMP_SW_B4_20230603,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,67.48,1.45,NA,NA
2023-06-03,TMP,Control,B4,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,C3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,D5,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,E3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,F4,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,F6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Control,H3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,B4,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,C3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,C6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,E3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,F4,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,F6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,H3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Freshwater,H6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,C3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,C6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,D5,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,E3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,F4,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,F6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,H3,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,H6,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-03,TMP,Estuarine-water,I5,Lysimeter Empty,2023-05-31T18:05:00Z,2023-06-03T19:06:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,D5,TMP_FW_D5_20230605,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,5.19,0.2,NA,blank is ≥ 25% of sample value
2023-06-05,TMP,Control,B4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,C3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,C6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,D5,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,E3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,F4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,F6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,H3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,H6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Control,I5,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,B4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,C3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,C6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,E3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,F4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,F6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,H3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,H6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Freshwater,I5,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,B4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,C3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,C6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,D5,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,E3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,F4,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,F6,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
2023-06-05,TMP,Estuarine-water,H3,Lysimeter Empty,2023-06-03T15:59:00Z,2023-06-05T15:59:00Z,EDT,NA,NA,NA,NA
