[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	6/21/2024 10:47:37 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:12:28 AM	6	4	NPOC	189.8	50.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:22:27 AM	7	1	NPOC	311.4	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:26:22 AM	7	2	NPOC	309.5	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:30:16 AM	7	3	NPOC	311.5	80.00	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:39:49 AM	8	1	NPOC	378.8	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:43:46 AM	8	2	NPOC	379.9	100.0	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20240618a.2024_06_18_09_13_17.cal		1.00		6/18/2024 11:47:37 AM	8	3	NPOC	379.5	100.0	 	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_06_13_18_35_37.cal	1.00		6/18/2024 11:54:42 AM	1	1	NPOC	4.387	1.615	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_06_13_18_35_37.cal	1.00		6/18/2024 11:57:50 AM	1	2	NPOC	3.447	1.404	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_06_13_18_35_37.cal	1.00		6/18/2024 12:01:01 PM	1	3	NPOC	3.501	1.416	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_06_13_18_35_37.cal	1.00		6/18/2024 12:03:54 PM	1	4	NPOC	2.202	1.123	NPOC:1.478mg/L TN:-2.358mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\Watershed_NPOC60B.2024_06_13_18_35_37.cal	1.00		6/18/2024 12:06:55 PM	1	5	NPOC	2.122	1.105	NPOC:1.478mg/L TN:-2.358mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240601.2024_06_03_05_07_30.cal	1.00		6/18/2024 11:54:42 AM	1	1	TN	0.2390	0.4924	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240601.2024_06_03_05_07_30.cal	1.00		6/18/2024 11:57:50 AM	1	2	TN	0.2239	-0.8000	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20240601.2024_06_03_05_07_30.cal	1.00		6/18/2024 12:01:01 PM	1	3	TN	0.1542	-6.766	NPOC:1.478mg/L TN:-2.358mg/L	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:11:52 PM	1	1	TN	0.05080	0.000	 	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:13:58 PM	1	2	TN	0.3856	0.000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:16:51 PM	1	3	TN	0.4606	0.000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:19:18 PM	1	4	TN	0.2855	0.000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:25:09 PM	2	1	TN	0.02970	0.2500	 	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:27:14 PM	2	2	TN	2.049	0.2500	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:31:18 PM	2	3	TN	0.3982	0.2500	 	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:34:50 PM	2	4	TN	2.490	0.2500	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:38:18 PM	2	5	TN	3.232	0.2500	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:45:52 PM	3	1	TN	5.235	0.5000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:47:57 PM	3	2	TN	0.2198	0.5000	 	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:50:02 PM	3	3	TN	4.095	0.5000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 12:56:18 PM	3	4	TN	8.219	0.5000	 	1	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 1:00:10 PM	3	5	TN	5.781	0.5000	 	0	50	
Standard	TN	CalCurve_TN	Untitled	C:\TOC-L\CalCurves\BGC_TN3_20240618.2024_06_18_12_06_55.cal		1.00		6/18/2024 1:04:02 PM	4	1	TN	0.2508	1.000	 	1	50	
