[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	4/29/2025 4:57:23 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	TMP_SW_C3_20240805	Untitled					9.924	0.6386	mg/L	4	8/9/2024 8:21:24 AM	
Unknown	NPOC/TN	TMP_SW_D5_20240802	Untitled					4.006	0.4656	mg/L	5	8/9/2024 8:44:47 AM	
Unknown	NPOC/TN	TMP_SW_D5_20240805	Untitled					6.315	0.4707	mg/L	6	8/9/2024 9:12:18 AM	
Unknown	NPOC/TN	TMP_SW_F6_20240802	Untitled					4.719	0.4649	mg/L	7	8/9/2024 9:38:50 AM	
Unknown	NPOC/TN	TMP_SW_H3_20240808	Untitled					6.530	0.4862	mg/L	8	8/9/2024 10:05:05 AM	
Unknown	NPOC/TN	TMP_SW_H6_20240808	Untitled					9.555	0.6142	mg/L	9	8/9/2024 10:30:28 AM	
Unknown	NPOC/TN	TMP_SW_I5_20240808	Untitled					11.67	0.8969	mg/L	10	8/9/2024 10:58:21 AM	
Unknown	NPOC/TN	TMP_SW_I5_20240808_dup	Untitled					11.72	0.9736	mg/L	11	8/9/2024 11:26:38 AM	
Unknown	NPOC/TN	DI	Untitled					-0.1389	0.06403	mg/L	0	8/9/2024 11:48:48 AM	
Unknown	NPOC/TN	Chk_Std_1CN	Untitled					0.8285	1.169	mg/L	12	8/9/2024 12:18:04 PM	
Unknown	NPOC/TN	DI	Untitled					-0.2258	0.06403	mg/L	0	8/9/2024 1:10:21 PM	
Unknown	NPOC/TN	DI	Untitled					-0.2092	0.06793	mg/L	0	8/9/2024 1:33:07 PM	
Unknown	NPOC/TN	DI	Untitled					-0.08589	0.06754	mg/L	0	8/9/2024 1:56:27 PM	
Unknown	NPOC/TN	DI	Untitled					0.01858	0.06852	mg/L	0	8/9/2024 2:20:08 PM	
