[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	12/18/2024 3:06:37 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 3:32:10 PM	1	3	TN	0.6271	0.03557	NPOC:0.2430mg/L TN:0.00226mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 3:36:06 PM	1	4	TN	0.4264	0.01730	NPOC:0.2430mg/L TN:0.00226mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20241129.2024_11_29_21_14_23.cal	1.00		12/17/2024 3:43:27 PM	1	5	TN	0.1030	-0.01215	NPOC:0.2430mg/L TN:0.00226mg/L	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 3:53:49 PM	1	1	NPOC	3.664	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 3:57:38 PM	1	2	NPOC	3.659	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:01:28 PM	1	3	NPOC	3.025	0.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:05:16 PM	1	4	NPOC	3.096	0.000	 	0	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:09:06 PM	1	5	NPOC	0.5283	0.000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:20:33 PM	2	1	NPOC	5.596	0.5000	 	1	50	
Standard	NPOC	CalCurve_NPOC	Untitled	C:\TOC-L\CalCurves\BGC_NPOC100_20241217.2024_12_17_15_43_28.cal		1.00		12/17/2024 4:24:26 PM	2	2	NPOC	5.852	0.5000	 	0	50	
